question,answer,times_asked
combien dannées dexpérience avez-vous en tant que développeur,,4.0
"experience database and data models, from timeseries dbs to graphdbs:select an option^yes^no",,4.0
aws glue,,4.0
select your level:select an option^beginner^intermediate^advanced^fluent^native,,4.0
can commit to a hybrid work model (2-3 d/week) calgary or edmonton immediately from the start:select an option^yes^no,,4.0
english skills level:select an option^elementary proficiency^limited working proficiency^professional working proficiency^full professional proficiency,,4.0
labview,,4.0
es-tu légalement admissible à travailler au canada présentement:select an option^oui^non,,4.0
experience multidimensional and scalable time sensitive query design and optimization:select an option^yes^no,,4.0
building ci/cd pipelines,,4.0
legal first name (as it appears on your id),,4.0
parlez-vous français:oui^non,,4.0
"by checking this box, will declare that read and understand the reitmans (canada) ltée/ltd privacy policy, and the smartrecruiters privacy policyand smartrecruiters terms use.i agree terms & conditions:i agree terms & conditions",,4.0
live the sydney metropolitan area:select an option^yes^no,,4.0
avez-vous déjà participé au processus d'entretien avec énergie brookfield ou lune de ses sociétés affiliées auparavant:select an option^yes^no,,4.0
java message service (jms),,4.0
language,,4.0
knowledge regional environmental and renewable energy contract negotiations:select an option^yes^no,,4.0
are a protected veteran:yes^no^prefer not to answer,,4.0
are flexible working different design patterns:select an option^yes^no,,4.0
are willing to work a shift from 1230pm to 830pm est:select an option^no^yes,,4.0
.applied earlier for sysdatatek roles:select an option^yes^no,,4.0
"experience data acquisition, a high-throughput, low-latency real-time data feeds platform:select an option^yes^no",,4.0
experience dealing cross functional business partners and outside finance:select an option^no^yes,,4.0
voice over ip (voip),,4.0
are currently living the province quebec:select an option^yes^no,,4.0
familiarity windows development:select an option^yes^no,,4.0
"si vous recevez une offre d'emploi de reitmans (canada) ltd, vous consentez à respecter le processus de vérification d'emploi et de références. | if advanced to an offer employment reitmans canada limited, consent to respecting the employment verification and background check process.:yes^no",,4.0
combien dannées dexpérience avez-vous dans ce secteur (services financiers),,4.0
are currently fully eligible to work australia or new zealand for the next 5 years:select an option^yes^no,,4.0
parlez-vous anglais:oui^non,,4.0
will now or the future require visa sponsorship:select an option^no^yes,,4.0
unit testing,,4.0
"i understand that if hired, i must successfully complete a dhs background check.yesno:yes^no",,4.0
software engineering  have,,4.0
ever worked the energy sector:select an option^yes^no,,4.0
require any form visa sponsorship to work canada:select an option^yes^no,,4.0
go (programming language),,4.0
powershell (scripting),,4.0
"please check the boxes below to indicate any active cybersecurity certifications hold. if a certification that appears multiple lists, check all that apply.iat level ii ccna security, cysa+, gicsp, gsec, security+, cnd, sscpiat level iii casp+ ce, ccnp security, cisa, cissp (or associate), gced, gcihiam level ii cap, casp+, cism, cissp (or associate), gslc, ccisoiam level iii cism, cissp (or associate), gslc, ccisocssp infrastructure support ceh, cysa+, gicsp, sscp, chfi, cfr, cloud+, cndcssp incident responder ceh, cfr, ccna cyber ops, ccna security, chfi, cysa+, gcfa, gcih, scyberi hold some other cybersecurity certificationi not hold any the certifications listed above:iat level ii: ccna security, cysa+, gicsp, gsec, security+, cnd, sscp^iat level iii: casp+ ce, ccnp security, cisa, cissp (or associate), gced, gcih^iam level ii: cap, casp+, cism, cissp (or associate), gslc, cciso^iam level iii: cism, cissp (or associate), gslc, cciso^cssp infrastructure support: ceh, cysa+, gicsp, sscp, chfi, cfr, cloud+, cnd^cssp incident responder: ceh, cfr, ccna cyber ops, ccna security, chfi, cysa+, gcfa, gcih, scyber^i hold some other cybersecurity certification^i not hold any the certifications listed above",,4.0
which languages can speak fluently,,4.0
a minimum 2 years experience the google cloud platform:select an option^yes^no,,4.0
require employer sponsorship now or the future:yes^no,,4.0
python and django framework:select an option^yes^no,,4.0
experience any other erps:select an option^no^yes,,4.0
"if were referred to us by a ctg employee, please fill their name.",,4.0
on react.js or a similar framework,,4.0
is your degree a technical field:select an option^yes^no,,4.0
"êtes-vous en mesure de faire le trajet entre votre domicile et gatineau, québec pour ce poste:select an option^yes^no",,4.0
geographic information systems (gis),,4.0
a valid work status the canada:yes^no,,4.0
azure infrastructure service (iaas),,4.0
the following license or certification salesforce certified platform developer i:yes^no,,4.0
are legally authorized to work the canada:yes^no,,4.0
"experience pvsyst energy prediction software a professional environment:yes, i experience working pvsyst software^no, i not worked pvsyst software",,4.0
¿cuántos años de experiencia tienes con c#,,4.0
copywriting,,4.0
"are open to work onsite once a week to mississauga, canada:select an option^yes^no",,4.0
why want to work at rewind,,4.0
quel est votre niveau de compétence en français,,4.0
disponibilité pour démarrer un emploi,,4.0
experience demonstrating the ability to work through new and difficult issues and contribute to the solution as needed:select an option^yes^no,,4.0
are a veteran:yes^no,,4.0
data modeling ssas (sql server analysis services),,4.0
quel langue souhaitez-vous pour les communications futures,,4.0
¿tienes tu cv en inglés:select an option^yes^no,,4.0
quel est votre niveau de compétence en anglais,,4.0
"experience supporting any p2p tools like coupa (preferred), ariba, oracle, basware etc.:select an option^no^yes",,4.0
"hold a u.s. government security clearance:i hold an active public trust, secret, or top secret federal security clearance^i previously held a public trust, secret, or top secret federal security clearance and am able to re-activate it^i never held a federal security clearance but am able to obtaone^i cannot or not want to obtaa federal security clearance",,4.0
ci/cd,,4.0
data engineering  have,,4.0
legal address - city,,4.0
live australia:select an option^yes^no,,4.0
renewable energy industry,,4.0
when can start,,4.0
avez-vous un minimum de 2 années d'expérience dans un rôle de direction:yes^no,,4.0
are legally authorized to work mexico:select an option^no^yes,,4.0
experience procurement/ purchasing operations:select an option^no^yes,,4.0
experience ios and android app development,,4.0
mac,,4.0
front-end development have,,4.0
python programming  have:1 or less^2^3^4^5 or more,,4.0
¿cuántos años de experiencia tienes con programación en c,,4.0
are a u.s. citizen currently residing the u.s.:yes^no,,4.0
"4 years + experience software development oasp.net & asp.net core, c#, vb.net:select an option^yes^no",,4.0
this role requires to occasionally work on the weekends and holidays. are comfortable and available working on those days:yes^no,,3.0
credit risk management,,3.0
at least 3 years experience a product development role:select an option^yes^no,,3.0
"experience programming languages c/c++, python, perl, bash, go, tcl, json, powershell script, php, sql, and node.js.:select an option^yes^no",,3.0
google cloud platform experience:select an option^yes^no,,3.0
have,,3.0
mlops,,3.0
level proficiency romanian:select an option^none^conversational^professional^native or bilingual,,3.0
are working through a third party (c2c):select an option^yes^no,,3.0
i live latamericayesno:yes^no,,3.0
are living or near the surrounding montreal areas:select an option^yes^no,,3.0
are able to speak english fluently:select an option^yes^no,,3.0
college or university,,3.0
are a green card holder or us citizen:select an option^yes^no,,3.0
are located british columbia:select an option^yes^no,,3.0
infrastructure as code (iac),,3.0
between 1 and 3 years  javascript:select an option^yes^no,,3.0
what are your core skills data science tools and technologies,,3.0
what is the notice period to give,,3.0
data visualization,,3.0
are fluent speaking english:select an option^yes^no,,3.0
the full microsoft technology stack,,3.0
any finance / accounting qualifications:yes^no,,3.0
¿cuántos años de experiencia tienes con diseño de software,,3.0
warehouse management systems,,3.0
are based the province quebec:select an option^yes^no,,3.0
"natural language processing, mlops, and devops",,3.0
experience working the design & development automation framework:select an option^yes^no,,3.0
hive,,3.0
how many year experience working micro-controllers have,,3.0
are located the area between munich and the austrian border:select an option^yes^no,,3.0
compensation expectation,,3.0
team lead,,3.0
¿cuántos años de experiencia tienes con desarrollo java,,3.0
"are located the austin, tx area, or willing to relocate to the austarea:select an option^yes^no",,3.0
are currently canada and are legally able to work here permanent employee:select an option^yes^no,,3.0
are located the us or canada,,3.0
are a us citizen or green card holder legally authorized to work the united states:yes^no,,3.0
worked elixir:select an option^yes^no,,3.0
"are comfortable commuting into our wakefield, ma office 2-3 days per week:select an option^yes^no",,3.0
are comfortable working 6 days a week:select an option^yes^no,,3.0
what country currently reside in,,3.0
"experience proposal writing solar, energy or construction industries:select an option^yes^no",,3.0
how many months full-time and continuous professional rust language development  have,,3.0
level proficiency dutch:select an option^none^conversational^professional^native or bilingual,,3.0
describe your compensation requirements. please note that we are not considering applications where applicants not share a number or range.,,3.0
loans,,3.0
"currently, living montreal or willing to relocate:select an option^yes^no",,3.0
experience working react or next.js applications:yes^no,,3.0
been a staff/principal/tech lead for more than two years:select an option^yes^no,,3.0
are currently living north america:select an option^yes^no,,3.0
are legally able to work canada for our company:select an option^no^yes,,3.0
apache nifi,,3.0
full-time hands-on platform realization (such as oem os installation manufacturing) or it management tools development experience,,3.0
xml,,3.0
listen,,3.0
ton profil linkedin,,3.0
travail déquipe,,3.0
êtes-vous détenteur du titre de crha ou de cria:select an option^yes^no,,3.0
will require sponsorship for the country applying either now or the future:select an option^no^yes,,3.0
technical experience wind resource/energy prediction.:select an option^yes^no,,3.0
university grade point average (4.0 gpa scale),,3.0
web gl,,3.0
working scada providers and/or solar power plant controllers,,3.0
"require sponsorship to work for any employer withthe us:yes, i require sponsorship, or will require sponsorship the future^no, i not require sponsorship",,3.0
a bachelor's degree computer science:select an option^yes^no,,3.0
are based withcanada:select an option^yes^no,,3.0
are currently eligible to work italy:select an option^yes^no,,3.0
experience customizing erp systems:select an option^yes^no,,3.0
"pronouns:select an option^she, her, hers, herself^he, him, his, himself^they, them, theirs, themself^decline to self identify^other (please answer below)",,3.0
are currently based montreal or wiling to relocate:select an option^yes^no,,3.0
experience into backend game development,,3.0
backend-focused software developer,,3.0
experience designing and developing cloud-based solutions:select an option^no^yes,,3.0
experience c#/.net:yes^no,,3.0
currently hold a valid canadian federal security clearance:select an option^yes^no,,3.0
ibm rational,,3.0
solutions architect,,3.0
a managerial role,,3.0
worked on aws:select an option^yes^no,,3.0
netsuite development  have,,3.0
clinical data management,,3.0
apache superset,,3.0
"cloud platforms (aws, azure, google cloud  have",,3.0
"a minimum 5 years experience data design, management, and storage work:select an option^yes^no",,3.0
are a canadian citizen or a permanent resident canada:select an option^yes^no,,3.0
experience supporting industrial / factory automation products:select an option^yes^no,,3.0
"location (city, state)",,3.0
managing/mentoring a team,,3.0
date availability to begthis position,,3.0
évaluez votre niveau d'expérience avec node.jsrienminimalintermédiaireavancé:rien^minimal^intermédiaire^avancé,,3.0
knowledge regional environmental and site permitting:select an option^yes^no,,3.0
wie viele jahre erfahrung haben sie mit azure devops,,3.0
api gateways,,3.0
scripting,,3.0
post-grad software development  have,,3.0
azure apis,,3.0
experince the renewables industry,,3.0
c or c++  have,,3.0
legal address - street address 1,,3.0
cobol,,3.0
php (laravel or cakephp),,3.0
currently live egypt:select an option^yes^no,,3.0
"by checking this box, will declare that read and understand the american iron and metal privacy policy, and the smartrecruiters privacy policyand smartrecruiters terms use.i agree terms & conditions:i agree terms & conditions",,3.0
preferred pronouns,,3.0
will now or the future require sponsorship for employment the united states:select an option^i not require sponsorship for employment the united states^i will require sponsorship the future for employment the united states^n/a - i am based canada,,3.0
avez-vous de l'expérience avec sap by design:select an option^yes^no,,3.0
experience withdata engineering/ etl pipelines and working tools like spark/ pyspark:select an option^yes^no,,3.0
what are your base cad salary requirements,,3.0
développement full-stack,,3.0
total,,3.0
data warehousing,,3.0
oracle sql developer,,3.0
"are interested regular, full-time employment as an airbiquity employee:select an option^yes^no",,3.0
corporate  data scientist,,3.0
opengl,,3.0
r (programming language),,3.0
are comfortable to work on w2:select an option^yes^no,,3.0
"if this is your first experience developer, why want to follow a career engineering",,3.0
working experience the accessibility ontarians disabilities act (aoda):select an option^yes^no,,3.0
"working member a multi-discipline product development team, where were  to collaborate engineers, qa, ui/ux designers, and product mangers",,3.0
any other information would like to share,,3.0
¿cuántos años de experiencia tienes con aplicaciones móviles,,3.0
help desk  have:0 - 1 years^2 - 4 years^5+ years,,3.0
legal address - country:select an option^australia^austria^bangladesh^belgium^canada^colombia^denmark^finland^france^germany^greece^hungary^india^ireland^isle man^israel^italy^netherlands^poland^portugal^romania^serbia^slovakia^spain^sweden^switzerland^united kingdom^united states^u.s minor outlying islands and territories,,3.0
completed a post-graduate diploma gis:select an option^yes^no,,3.0
renewable energy semiconductor manufacturing,,3.0
are willing to work on my w2:yes^no,,3.0
ethnic group:select an option^arab/iranian/middle eastern^asian/southeast asian/pacific islander^black / african / caribbean background^hispanic or latinx^white or caucasian^native american/indigenous american/alaskan native^any other ethnic group^any other mixed / multiple ethnic background^prefer not to say,,3.0
experience android domain,,3.0
pre-construction,,3.0
"by checking this box, will declare that read and understand the hitachi solutions privacy policy, and the smartrecruiters privacy policyand smartrecruiters terms use.i agree terms & conditions:i agree terms & conditions",,3.0
sharepoint,,3.0
data science,,3.0
"web development, apis",,3.0
legal last name (as it appears on your id),,3.0
css,,3.0
strong data analysis and modeling experience and understanding data structures:select an option^yes^no,,3.0
"a sentence or two, please let us know why are are interested our company",,3.0
"si vous n'êtes présentement pas établi dans les régions de montréal ou toronto, seriez-vous prêt à vous relocaliser dans la région du studio pour le poste auquel vous appliquez:yes^no",,3.0
rate your level experience nodejsnoneminimalintermediateadvanced:none^minimal^intermediate^advanced,,3.0
health care provider,,3.0
"direct experience interconnection, project development, or transmission planning at a utility, iso/rto, consulting firm, or project developer:yes^no",,3.0
2+ years professional software development expereince:select an option^yes^no,,3.0
¿cuántos años de experiencia tienes con desarrollo web back end,,3.0
business,,3.0
street address (line 1),,3.0
react or angular professional capacaity,,3.0
professional coding  have:select an option^more than 5 years^between 2 to 5 years^0 to 2 years,,3.0
what level active security clearance have:select an option^confidential^secret^top secret^ts/sci^ts w poly (ci/fs),,3.0
experience both vue and django:yes^no,,3.0
experience shopify's apis:select an option^yes^no,,3.0
java application development,,3.0
now or will the future require sponsorship to work the us:yes^no,,3.0
"experience web services, browser debugging, git, json, single-page application:select an option^no^yes",,3.0
"possess a minimum 5 years experience developing back-end applications, web applications, custom etl processes and proprietary data solutions:select an option^yes^no",,3.0
experience java full stack developer or similar position,,3.0
the minimum 5 years experience i is actual  and excludes that done during my academic studies:select an option^yes^no,,3.0
¿cuántos años de experiencia tienes con .net core,,3.0
please include a link to your github profile.,,3.0
sens de lorganisation,,3.0
experience microservices architecture:select an option^yes^no,,3.0
"currently live either pa, nj, de, or md:select an option^yes^no",,3.0
"i understand that this is a full-time position (40 hours/week), not a side job. the schedule is flexible, but i agree that, general, i should be available and fully focused on this job during office hours. also, i'm ok a time-tracking application as part my responsibilities.yesno:yes^no",,3.0
code versioning tools,,3.0
were referred to this position:select an option^no^yes,,3.0
atlassian suite,,3.0
salary expectations,,3.0
"between 3 and 8 years experience configuration, development and implementation on the servicenow platform:select an option^yes^no",,3.0
microsoft power platform,,3.0
are currently based united states:select an option^yes^no,,3.0
are familiar the commissioning plc/hmi/scada systems & the execution test protocols:select an option^yes^no,,3.0
an msc geographical information systems or similar degree subject (or equivalent professional experience):select an option^yes^no,,3.0
are currently a us citizen or possession a green card:select an option^yes^no,,3.0
are a ukrainian citizen displaced by the invasion ukraine:select an option^no^yes,,3.0
real estate,,3.0
are authorized to work the country which this job is offered:yes^no,,3.0
"scada and hmi systems, preferably ignition and cygnet",,3.0
are willing to travel for at least 50% your time:select an option^yes^no,,3.0
webservices,,3.0
"state:select an option^please choose one below for us states (canadian provinces, continue to scroll down)^al^ak^az^ar^ca^co^ct^de^fl^ga^hi^id^il^in^ia^ks^ky^la^me^md^ma^mi^mn^ms^mo^mt^ne^nv^nh^nj^nm^ny^nc^nd^oh^ok^or^pa^ri^sc^sd^tn^tx^ut^vt^va^wa^wv^wi^wy^please choose one below for canadian provinces^nl^pe^ns^nb^qc^on^mb^sk^ab^bc^yt^nt^nu",,3.0
how did first hear about connected,,3.0
catia,,3.0
frontend development,,3.0
machine learning  have,,3.0
experience developing pwas webassembly (blazor!):select an option^yes^no,,3.0
an analytical role the energy and/or trading industries,,3.0
sustainable finance,,3.0
are aware that this is a direct hire position (no contract / c2c / c2h available):select an option^yes^no,,3.0
speak english:select an option^yes^no,,3.0
are legally allowed to work switzerland:select an option^yes^no,,3.0
¿cuántos años de experiencia tienes con microsoft azure,,3.0
are legally eligible to work canada for the next year or longer:yes^no,,3.0
zip/postal code,,3.0
name,,3.0
proven experience full-stack/back-end engineer or similar role have,,3.0
deep understanding ci/cd pipelines for build/test experience:select an option^yes^no,,3.0
are a resident canada and currently living canada:select an option^yes^no,,3.0
are canadian citizen:select an option^yes^no,,3.0
three.js,,3.0
are currently a us citizen or green card holder:select an option^yes^no,,3.0
"message brokers.... rabbitmq, zeromq, mqtt, etc",,3.0
vmware infrastructure,,3.0
"possess a solid foundation object-oriented programming, algorithms, and data structures:select an option^yes^no",,3.0
developing apis,,3.0
amenable to work on t4:select an option^yes^no,,3.0
hands on  python,,3.0
flask experience,,3.0
experience svelte.js,,3.0
"html, css and javascript  have",,3.0
country residence:select an option^argentina^bolivia^brazil^canada^chile^colombia^costa rica^cuba^ecuador^el salvador^guatemala^honduras^méxico^nicaragua^panamá^paraguay^perú^puerto rico^república dominicana^united states^uruguay^venezuela^other,,3.0
unit testing and debugging,,3.0
this role requires to work afternoon hours the pst time zone. are able to work 100pm - 900pm pst:yes^no,,3.0
community solar project development and/or utility scale renewable energy  have,,3.0
can work w2 the us:select an option^yes^no,,3.0
"please check one the boxes below:select an option^yes, i a disability, or a history/record having a disability^no, i dont a disability, or a history/record having a disability^i don't wish to answer",,3.0
"the position is remote, but candidates must be located the montreal area due to client and end user territory. reside that area ():select an option^yes^no",,3.0
"are currently based, authorized to work, and citizen united states and will not now or ever require sponsorship for a work visa:select an option^yes^no",,3.0
developer gis based solutions,,3.0
êtes-vous légalement autorisé(e) à travailler dans le pays suivant:yes^no,,3.0
experience microsoft sccm and active directory or equivalent on linux systems:select an option^yes^no,,3.0
sql azure,,3.0
qual'è la tua attuale retribuzione,,3.0
"experience hardware architecture, board design, board bring-up and prototype and new product experience.:select an option^yes^no",,3.0
orcaflex,,3.0
ibm api connect,,3.0
devsecops,,3.0
at least 2 years experience a full stack development role:select an option^no^yes,,3.0
what kind  apis:select an option^yes^no,,3.0
creating and maintaining open-source libraries,,3.0
currently reside quebec:select an option^yes^no,,3.0
"if believe belong to any the categories protected veterans listed above, please indicate by checking the appropriate box below.government contractor subject to vevraa, we request this information order to measure the effectiveness the outreach and positive recruitment efforts we undertake pursuant to vevraa.:select an option^i identify as one or more the classifications protected veteran listed above^i am not a protected veteran^i choose not to self-identify",,3.0
oracle financial services analytical applications (ofsaa),,3.0
voluntary self-identification disabilityform cc-305omb control number 1250-0005expires 05/31/2023why are being asked to complete this form:,,3.0
are fluent speaking and writing french:select an option^yes^no,,3.0
"at least 5 years experience github, jira:yes^no",,3.0
are based the uk:select an option^yes^no,,3.0
big data developer,,3.0
legal address - street address 2,,3.0
an employer that sponsors order to take a new position:select an option^yes^no,,3.0
êtes-vous en mesure de vous déplacer à nos bureaux de montréal une fois par semaine:select an option^yes^no,,3.0
how long worked react.js,,3.0
êtes-vous un citoyen ou un résident de la province de québec:select an option^yes^no,,3.0
at least 4-8 years experience python development:select an option^no^yes,,3.0
salesforce.com administration,,3.0
politique de télétravail  veuillez noter que notre politique est de travailler 4 jours par semaine sur place et 1 jour de télétravail au choix. est-ce convenable pour vous:select an option^yes^no,,3.0
at least 2 years experience the position:select an option^yes^no,,3.0
date,,3.0
kafka,,3.0
the following license or certification amazon web services advanced networking specialty:yes^no,,3.0
are legally eligible for employment the united states:yes^no,,3.0
are able to jomatlen silver direct w2 employee:select an option^yes^no,,3.0
software development experience linux:select an option^yes^no,,3.0
power trading experience ercot:select an option^yes^no,,3.0
insurance,,3.0
"no experience, but interested django:select an option^yes^no",,3.0
payment gateways,,3.0
please describe detail the experience and qualities that possess which supports your suitability for the environmental manager position at longroad energy.,,3.0
design and implementation experience an object-oriented environment:select an option^yes^no,,3.0
hospitals and health care,,3.0
drupal,,3.0
care este experienta ta munca ca full stack django developer (python / django / html / css / javascript),,3.0
wie gut beherrschen sie englisch:select an option^gar nicht^gut^verhandlungssicher^muttersprache oder zweisprachig,,3.0
"sur une échelle de 1 à 10, quel est votre niveau d'anglais",,3.0
level proficiency norwegian:select an option^none^conversational^professional^native or bilingual,,3.0
quels sont vos pronoms de préférence:elle // she/her^il // he/him^iel // they/them^autre // other,,3.0
are able to create an os agent that runs windows service and a linux daemon:select an option^yes^no,,3.0
"swiss / eu passport, or a valid swiss working permit:select an option^yes^no",,3.0
"are currently canada, and are legally able to work permanent employee:select an option^yes^no",,3.0
embeded systems,,3.0
"while peninsula clean energy is a remote-first work place, this position requires california residency. live california or plan to relocate to california:select an option^yes^no",,3.0
availability to work on w2:select an option^yes^no,,3.0
currently live the us:yes^no,,3.0
are living the united states:yes^no,,3.0
working production aws cloud and serverless infrastructure,,3.0
"experience design and development apis, real-time systems, and microservices:select an option^yes^no",,3.0
used aws production:select an option^yes^no,,2.0
azure data factory,,2.0
solar project development,,2.0
"by checking this box, will declare that read and understand the architech privacy policy, and the smartrecruiters privacy policyand smartrecruiters terms use.i agree terms & conditions:i agree terms & conditions",,2.0
"possess developing back-end applications, web applications, custom etl processes and proprietary data solutions",,2.0
combien d'années d'expérience pertinente avez-vous en lien avec le poste,,2.0
i had at least 5 years experience developing embedded software and i consider myself a competent embedded sw developer having solved a variety problems:select an option^yes^no,,2.0
êtes-vous autorisé légalement à travailler au canada:yes^no,,2.0
please indicate your expected compensation for the position.,,2.0
are an internal or external applicant:yes (i currently work for distributel)^no,,2.0
the candidate must live canada:select an option^yes^no,,2.0
availability,,2.0
working the solar renewable energy industry,,2.0
ever worked offshore teams:yes^no,,2.0
a programming language,,2.0
kissflow,,2.0
"are strong data structures, algorithms and design patterns:select an option^yes^no",,2.0
usc/gc:select an option^yes^no,,2.0
completed the following level education master business administration:yes^no,,2.0
restful,,2.0
gender identity:select an option^man^woman^non-binary^transgender^two spirit^genderqueer^gender non-conforming^agender^not listed^prefer not to say,,2.0
rate your level experience reactjsnoneminimalintermediateadvanced:none^minimal^intermediate^advanced,,2.0
working on control systems projects,,2.0
at least 3 years experience administrating linux:yes^no,,2.0
spring or guice,,2.0
stripe integration  have,,2.0
"possédez-vous un permis de travail ouvert, une résidence permanente ou une citoyenneté canadienne:yes^no",,2.0
analyse des besoins,,2.0
"list the number years experience developing unit tests open-source frameworks, such as jest, mocha, jasmine, or similar",,2.0
¿cuántos años de experiencia tienes como desarrollo empresarial,,2.0
combien dannées dexpérience avez-vous dans un rôle similaire,,2.0
are comfortable the pay rate $64/hour w2:select an option^yes^no,,2.0
experience fullstack developer have,,2.0
experience building apis golang,,2.0
"are able to help determine the best technologies, frameworks, and languages to use for our various product services:select an option^yes^no",,2.0
this role is 100% work from home. stable high-speed internet (minimum 15- 25 mb) at home and a home office or private area to work:yes^no,,2.0
are willing to work full-time the client:yes^no,,2.0
how did hear about atimi:atimi website^another job site or web board^a recruiter^an acquaintance (tell us about them!)^other (tell us about it!),,2.0
génie électrique,,2.0
any experiacne working 3d labs chipset:select an option^yes^no,,2.0
programming skils any languages such as ruby and/or javascript:yes^no,,2.0
an open work permit for canada:select an option^yes^no,,2.0
maîtrise du français parlé | command spoken french*débutant | beginnerpassable | fairly goodbonne | goodtrès bonne | very goodexcellente | excellent:débutant | beginner^passable | fairly good^bonne | good^très bonne | very good^excellente | excellent,,2.0
"will now, or the future, require sponsorship for employment visa status:yes^no",,2.0
are able to help develop and maintamultiple back-end services and apis across several different product offerings:select an option^yes^no,,2.0
"at least 5 years experience environmental impact assessment and permitting:yes, i at least five years experience environmental impact assessment and permitting^no, i not at least five years experience environmental impact assessment and permitting",,2.0
crm microsoft dynamics,,2.0
previous  devops:select an option^yes^no,,2.0
professional software engineering,,2.0
microsoft 365,,2.0
experience working an agile environment:select an option^yes^no,,2.0
docker/git:select an option^yes^no,,2.0
há quantos anos você já usa c (linguagem de programação) no trabalho,,2.0
experience implementing suitescript 2.0:select an option^yes^no,,2.0
are only looking for c2c opportunities:select an option^yes^no,,2.0
advanced microsoft excel skills. bi tools experience  (power bi preferred):select an option^yes^no,,2.0
backend engineering,,2.0
experience developing application programming interfaces (apis),,2.0
what are your salary requirments,,2.0
"broad technical acumen including comfort relational databases, and data structures (quickbase experience preferred):select an option^yes^no",,2.0
credit risk development:select an option^yes^no,,2.0
finacle,,2.0
"design, implementation, deployment and operation scalable api services",,2.0
e-mailadres:select an option^johnmiko4@gmail.com,,2.0
are living the united states at present:yes^no,,2.0
are able to write clean and performant code for our various rest apis and backed services to ensure data flows between our endpoints and agent server written node.js:select an option^yes^no,,2.0
experience angular:select an option^yes^no,,2.0
web components,,2.0
what rights to work canada:citizen^permanent resident^current work visa^work visa already progress^willing to obtavisa^must work remotely,,2.0
highest level education:university/college bachelors degree^university/college masters degree^college diploma/certificate^high school degree,,2.0
how many professional years  start ups,,2.0
¿cuántos años de experiencia tienes en html,,2.0
i good practical knowledge rtos and am competent rtos development:select an option^yes^no,,2.0
"by selecting yes, acknowledged that smart wires will retayour electronic application on file for a minimum three (3) years withits recruitment software database. any paper applications and all other personal information received will also be destroyed after retention dates passed.yesno:yes^no",,2.0
"experience developing solutions hosted aws environments, particularly aws serverless offerings (lambda, api gateway, step functions)",,2.0
"b.s. electrical engineering, computer engineering or equivalent.:select an option^yes^no",,2.0
will now or the future require clearscale's sponsorship to continue or extend your current work authorization status:yes^no,,2.0
the following license or certification certified financial risk manager (frm):yes^no,,2.0
vuejs,,2.0
any other details would like to share the team,,2.0
api development background:select an option^yes^no,,2.0
knowledge writing sql and t-sql:yes^no,,2.0
currently work the energy or information services industry:select an option^yes^no,,2.0
the right to work the country this role is based,,2.0
experience working a consulting firm:yes^no,,2.0
used docker and heroku a production environment:select an option^yes^no,,2.0
wie viele jahre erfahrung haben sie mit data warehousing,,2.0
as data engineer,,2.0
experience working on a commercial software product:yes^no,,2.0
are proficient .net core/.net 6 running on linux:select an option^yes^no,,2.0
are from eastern time zone:select an option^yes^no,,2.0
completed the following level education associate's degree:yes^no,,2.0
' experience front end technologies,,2.0
' experience web development,,2.0
¿cuántos años de experiencia tienes con bases de datos,,2.0
amazon web services,,2.0
are authorized to work lawfully the country this job was posted in:yes^no,,2.0
dell boomi,,2.0
what are seeking terms compensation,,2.0
"by checking this box, will declare that read and understand the huawei technologies canada co., ltd. privacy policy, and the smartrecruiters privacy policyand smartrecruiters terms use.i agree terms & conditions:i agree terms & conditions",,2.0
api,,2.0
etl,,2.0
what type employment are looking for:permanent - full-time^permanent - part-time^consultant/contractor,,2.0
salary currency:select an option^australian dollar (aud)^brazillian real (brl)^british pound (gbp)^canadian dollar (cad)^euro (eur)^indian rupee (inr)^mexican peso (mxn)^united states dollar (usd),,2.0
feuilles de style en cascade (css),,2.0
avez-vous au moins deux ans d'expérience comme développeur sur odoo:select an option^yes^no,,2.0
développeurs,,2.0
node.js and related scripting frameworks,,2.0
surveillance du budget,,2.0
nous sommes actuellement en mode hybride. êtes-vous capable / disposé à venir au bureau un minimum de 3 jours / semaine:select an option^yes^no,,2.0
business development,,2.0
are vaccinated against covid-19:select an option^yes^no,,2.0
did hear about this position via social media:select an option^yes^no,,2.0
integrating third-party libraries:select an option^yes^no,,2.0
are authorized to work the us,,2.0
experience web services to support distributed architectures,,2.0
"150 characters or fewer, tell us what makes unique. try to be creative and say something that will catch our eye!0/150150 maximum characters allowed.",,2.0
fully vaccinated booster:select an option^yes^no,,2.0
mobile app development,,2.0
could please indicate your first available start date,,2.0
html and css,,2.0
c (langage de programmation),,2.0
manufacturing,,2.0
experience .net 6:select an option^yes^no,,2.0
há quantos anos você já usa banco de dados no trabalho,,2.0
combien d'année d'expérience avez-vous en tant que développeur c#,,2.0
rxjava,,2.0
are legally authorized to work switzerland:select an option^yes^no,,2.0
at least 5 years + experience:select an option^yes^no,,2.0
"familiarity at least one the following programming languages php, asp.net, java or ruby on rails:select an option^yes^no",,2.0
what city and country are currently located,,2.0
at least 2 years corporate experience data scientist:yes^no,,2.0
working reactjs or angular:1-2^3-5^6-8^8+,,2.0
há quantos anos você já usa c++ no trabalho,,2.0
"building energy modeling experience (ies-ve, energyplus, openstudio, cbecc-com, etc.) have",,2.0
